name	pMLST_scheme	pMLST
SRR7851064	IncF RST	F29:A-:B10
SRR7851123	IncF RST	F51:A-:B10
SRR785731	IncF RST	F-:A-:B-
SRR785941	IncF RST	F-:A-:B-
SRR786325	IncF RST	F-:A-:B-
SRR786332	IncF RST	F-:A-:B-
SRR786338	IncF RST	F-:A-:B45
SRR7889310	IncF RST	F29:A-:B10
SRR7904913	IncF RST	F29:A-:B10
SRR7905454	IncF RST	F29:A-:B10
SRR7967849	IncF RST	F95:A-:B24
SRR7967901	IncF RST	F51:A-:B10
SRR7967904	IncF RST	F-:A-:B1
SRR7967918	IncF RST	F-:A-:B-
SRR800414	IncF RST	F-:A-:B-
SRR800530	IncF RST	F29:A-:B10
SRR8176790	IncF RST	F2:A-:B10
SRR8206953	IncF RST	F-:A-:B-
SRR8284571	IncF RST	F29:A-:B10
SRR8297621	IncF RST	F-:A-:B-
SRR8297630	IncF RST	F-:A-:B-
SRR8360112	IncF RST	F-:A-:B1
SRR8397521	IncF RST	F-:A-:B-
SRR8397612	IncF RST	F-:A-:B-
SRR8533515	IncF RST	F29:A-:B-
SRR8533526	IncF RST	F-:A-:B1
SRR8533538	IncF RST	F29:A-:B10
SRR8533623	IncF RST	F-:A-:B-
SRR8533717	IncF RST	F-:A-:B-
SRR8533741	IncF RST	F-:A-:B-
SRR8533760	IncF RST	F29:A-:B10
SRR8533796	IncF RST	F1:A-:B49
SRR8533810	IncF RST	F-:A-:B-
SRR8533842	IncF RST	F29:A-:B10
SRR8533893	IncF RST	F29:A-:B10
SRR8533910	IncF RST	F29:A-:B10
SRR8533911	IncF RST	F29:A-:B10
SRR8533913	IncF RST	F29:A-:B10
SRR8533920	IncF RST	F29:A-:B10
SRR8541316	IncF RST	F29:A-:B10
SRR8541325	IncF RST	F29:A-:B10
SRR8541333	IncF RST	F29:A-:B10
SRR8541340	IncF RST	F-:A-:B-
SRR8541341	IncF RST	F29:A-:B10
SRR8541352	IncF RST	F-:A-:B-
SRR8541369	IncF RST	F29:A-:B10
SRR8541371	IncF RST	F29:A-:B10
SRR8541387	IncF RST	F-:A-:B-
SRR8541389	IncF RST	F95:A-:B24
SRR8541403	IncF RST	F29:A-:B10
SRR8541405	IncF RST	F-:A-:B-
SRR8541409	IncF RST	F-:A-:B-
SRR8541411	IncF RST	F29:A-:B10
SRR8541429	IncF RST	F1:A-:B50
SRR8541445	IncF RST	F29:A-:B10
SRR8541470	IncF RST	F1:A1:B23
SRR8541471	IncF RST	F29:A-:B10
SRR8541484	IncF RST	F-:A-:B-
SRR8541494	IncF RST	F29:A-:B10
SRR8541501	IncF RST	F29:A-:B10
SRR8541508	IncF RST	F-:A-:B-
SRR8541509	IncF RST	F-:A-:B1
SRR8541517	IncF RST	F-:A-:B-
SRR8541538	IncF RST	F52:A-:B24
SRR8541549	IncF RST	F29:A-:B10
SRR8541551	IncF RST	F52:A-:B10
SRR8541560	IncF RST	F-:A-:B-
SRR8541563	IncF RST	F-:A-:B-
SRR8541582	IncF RST	F-:A-:B-
SRR8541584	IncF RST	F51:A-:B10
SRR8541588	IncF RST	F29:A-:B10
SRR8541603	IncF RST	F29:A-:B10
SRR8541615	IncF RST	F-:A-:B-
SRR8541645	IncF RST	F-:A-:B-
SRR8602013	IncF RST	F-:A-:B-
SRR8602131	IncF RST	F-:A-:B-
SRR8632516	IncF RST	F-:A-:B-
SRR8632534	IncF RST	F51:A-:B-
SRR8663236	IncF RST	F-:A-:B-
SRR8728087	IncF RST	F29:A-:B10
SRR8728090	IncF RST	F29:A-:B10
SRR8767387	IncF RST	F29:A-:B10
SRR8781984	IncF RST	F2:A8:B-
SRR8868851	IncF RST	F29:A-:B10
SRR9028903	IncF RST	F29:A-:B10
SRR9050387	IncF RST	F52:A-:B24
SRR9113465	IncF RST	F29:A-:B10
SRR9160170	IncF RST	F-:A-:B-
SRR9160197	IncF RST	F29:A-:B10
SRR9200321	IncF RST	F-:A-:B-
SRR958491	IncF RST	F-:A-:B-
SRR958524	IncF RST	F29:A-:B10
SRR958547	IncF RST	F-:A-:B-
SRR958560	IncF RST	F-:A-:B-
SRR958655	IncF RST	F-:A-:B-
SRR958728	IncF RST	F-:A-:B-
SRR958788	IncF RST	F40:A-:B-
SRR9615884	IncF RST	F-:A-:B-
SRR9615920	IncF RST	F-:A-:B-
SRR9674864	IncF RST	F29:A-:B10
SRR9694238	IncF RST	F29:A-:B10
SRR9734865	IncF RST	F29:A-:B10
SRR9913760	IncF RST	F-:A-:B-
SRR9913831	IncF RST	F-:A-:B-
SRR9913870	IncF RST	F-:A-:B-
SRR9913887	IncF RST	F-:A-:B-
SRR9913992	IncF RST	F103:A-:B-
SRR9913993	IncF RST	F2:A-:B-
SRR9914184	IncF RST	F43:A-:B-
SRR9914202	IncF RST	F4:A-:B-
SRR9943565	IncF RST	F-:A-:B-
SRR9973679	IncF RST	F29:A-:B10
SRR9998291	IncF RST	F29:A-:B10
SRR11484511	IncHI1 MLST	2
SRR7064605	IncHI1 MLST	2
SRR11094157	IncI1 MLST	315
SRR11484321	IncI1 MLST	154*
SRR11484521	IncI1 MLST	36
SRR786325	IncI1 MLST	325
SRR9113465	IncI1 MLST	57
SRR9674864	IncI1 MLST	266*
SRR9913992	IncI1 MLST	26
