name	perc_frags	num_frags	num_frags_direct	rank	ncbi_taxon_id	scientific_name
2009_46	  0.51	1	1	S1	168807	                  Escherichia coli O127:H6
2009_46	  0.51	1	0	S1	83334	                  Escherichia coli O157:H7
2009_46	  0.51	1	1	S2	1328859	                    Escherichia coli O157:H7 str. SS17
2009_46	  0.51	1	0	G	570	              Klebsiella
2009_46	  0.51	1	0	S	1134687	                Klebsiella michiganensis
2009_46	  0.51	1	1	S1	1191061	                  Klebsiella michiganensis E718
2009_46	  1.03	2	0	F	1903414	            Morganellaceae
2009_46	  1.03	2	0	G	583	              Proteus
2009_46	  1.03	2	2	S	584	                Proteus mirabilis
2009_46	  0.51	1	0	D	10239	  Viruses
2009_46	  0.51	1	0	D1	35237	    dsDNA viruses, no RNA stage
2009_46	  0.51	1	0	O	28883	      Caudovirales
2009_46	  0.51	1	0	F	10699	        Siphoviridae
2009_46	  0.51	1	0	F1	196894	          unclassified Siphoviridae
2009_46	  0.51	1	1	S	414970	            Enterobacteria phage cdtI
2011_83	100.00	129	1	R	1	root
2011_83	 99.22	128	0	R1	131567	  cellular organisms
2011_83	 99.22	128	0	D	2	    Bacteria
2011_83	 99.22	128	0	P	1224	      Proteobacteria
2011_83	 99.22	128	0	C	1236	        Gammaproteobacteria
2011_83	 99.22	128	0	O	91347	          Enterobacterales
2011_83	 99.22	128	11	F	543	            Enterobacteriaceae
2011_83	 90.70	117	1	G	561	              Escherichia
2011_83	 89.92	116	95	S	562	                Escherichia coli
2011_83	  2.33	3	3	S1	869729	                  Escherichia coli UM146
2011_83	  1.55	2	0	S1	1603259	                  Escherichia coli O139:H28
2011_83	  1.55	2	2	S2	331111	                    Escherichia coli O139:H28 str. E24377A
2011_83	  1.55	2	1	S1	168807	                  Escherichia coli O127:H6
2011_83	  0.78	1	1	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
2011_83	  1.55	2	2	S1	1412834	                  Escherichia coli FAP1
2011_83	  1.55	2	2	S1	913091	                  Escherichia coli TW10598
2011_83	  0.78	1	0	S1	83333	                  Escherichia coli K-12
2011_83	  0.78	1	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
2011_83	  0.78	1	1	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
2011_83	  0.78	1	1	S1	1446746	                  Escherichia coli O6:H16
2011_83	  0.78	1	1	S1	1382700	                  Escherichia coli PMV-1
2011_83	  0.78	1	1	S1	1050617	                  Escherichia coli UMNF18
2011_83	  0.78	1	1	S1	941280	                  Escherichia coli O25b:H4
2011_83	  0.78	1	1	S1	930406	                  Escherichia coli O157:H16
2011_83	  0.78	1	1	S1	585397	                  Escherichia coli ED1a
2011_83	  0.78	1	1	S1	439855	                  Escherichia coli SMS-3-5
2011_83	  0.78	1	1	S1	362663	                  Escherichia coli 536
2011_83	  0.78	1	1	S1	316435	                  Escherichia coli Nissle 1917
2011_89	  0.85	1	1	U	0	unclassified
2011_89	 99.15	116	1	R	1	root
2011_89	 98.29	115	0	R1	131567	  cellular organisms
2011_89	 98.29	115	0	D	2	    Bacteria
2011_89	 98.29	115	0	P	1224	      Proteobacteria
2011_89	 98.29	115	0	C	1236	        Gammaproteobacteria
2011_89	 98.29	115	0	O	91347	          Enterobacterales
2011_89	 98.29	115	6	F	543	            Enterobacteriaceae
2011_89	 93.16	109	1	G	561	              Escherichia
2011_89	 92.31	108	84	S	562	                Escherichia coli
2011_89	  4.27	5	5	S1	869729	                  Escherichia coli UM146
2011_89	  2.56	3	2	S1	168807	                  Escherichia coli O127:H6
2011_89	  0.85	1	1	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
2011_89	  1.71	2	0	S1	83333	                  Escherichia coli K-12
2011_89	  1.71	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
2011_89	  1.71	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
2011_89	  1.71	2	2	S1	1412834	                  Escherichia coli FAP1
2011_89	  1.71	2	2	S1	913091	                  Escherichia coli TW10598
2011_89	  0.85	1	1	S1	1329907	                  Escherichia coli APEC IMT5155
2011_89	  0.85	1	0	S1	861906	                  Escherichia coli O44:H18
2011_89	  0.85	1	1	S2	216592	                    Escherichia coli 042
2011_89	  0.85	1	1	S1	941280	                  Escherichia coli O25b:H4
2011_89	  0.85	1	1	S1	930406	                  Escherichia coli O157:H16
2011_89	  0.85	1	1	S1	362663	                  Escherichia coli 536
2011_89	  0.85	1	1	S1	1050617	                  Escherichia coli UMNF18
2011_89	  0.85	1	1	S1	1382700	                  Escherichia coli PMV-1
2011_89	  0.85	1	0	S1	1603259	                  Escherichia coli O139:H28
2011_89	  0.85	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
2011_89	  0.85	1	1	S1	1446746	                  Escherichia coli O6:H16
2011_89	  0.85	1	1	S1	439855	                  Escherichia coli SMS-3-5
2011_92	100.00	134	0	R	1	root
2011_92	100.00	134	0	R1	131567	  cellular organisms
2011_92	100.00	134	1	D	2	    Bacteria
2011_92	 99.25	133	0	P	1224	      Proteobacteria
2011_92	 99.25	133	0	C	1236	        Gammaproteobacteria
2011_92	 99.25	133	0	O	91347	          Enterobacterales
2011_92	 99.25	133	9	F	543	            Enterobacteriaceae
2011_92	 91.79	123	2	G	561	              Escherichia
2011_92	 90.30	121	100	S	562	                Escherichia coli
2011_92	  3.73	5	5	S1	869729	                  Escherichia coli UM146
2011_92	  1.49	2	0	S1	83333	                  Escherichia coli K-12
2011_92	  1.49	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
2011_92	  1.49	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
2011_92	  1.49	2	2	S1	1329907	                  Escherichia coli APEC IMT5155
2011_92	  0.75	1	0	S1	2233553	                  Escherichia coli O43
2011_92	  0.75	1	1	S2	1055541	                    Escherichia coli O43 str. RM10042
2011_92	  0.75	1	1	S1	2048781	                  Escherichia coli O27:H7
2011_92	  0.75	1	0	S1	1603259	                  Escherichia coli O139:H28
2011_92	  0.75	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
2011_92	  0.75	1	1	S1	1382700	                  Escherichia coli PMV-1
2011_92	  0.75	1	1	S1	930406	                  Escherichia coli O157:H16
2011_92	  0.75	1	1	S1	913091	                  Escherichia coli TW10598
2011_92	  0.75	1	0	S1	861906	                  Escherichia coli O44:H18
2011_92	  0.75	1	1	S2	216592	                    Escherichia coli 042
2011_92	  0.75	1	1	S1	585397	                  Escherichia coli ED1a
2011_92	  0.75	1	1	S1	585057	                  Escherichia coli IAI39
2011_92	  0.75	1	1	S1	405955	                  Escherichia coli APEC O1
2011_92	  0.75	1	1	S1	362663	                  Escherichia coli 536
2011_92	  0.75	1	1	S1	168807	                  Escherichia coli O127:H6
2011_92	  0.75	1	0	G	570	              Klebsiella
2011_92	  0.75	1	1	S	573	                Klebsiella pneumoniae
2011_97	100.00	110	1	R	1	root
2011_97	 99.09	109	0	R1	131567	  cellular organisms
2011_97	 99.09	109	0	D	2	    Bacteria
2011_97	 99.09	109	0	P	1224	      Proteobacteria
2011_97	 99.09	109	0	C	1236	        Gammaproteobacteria
2011_97	 99.09	109	0	O	91347	          Enterobacterales
2011_97	 99.09	109	7	F	543	            Enterobacteriaceae
2011_97	 92.73	102	1	G	561	              Escherichia
2011_97	 91.82	101	76	S	562	                Escherichia coli
2011_97	  4.55	5	5	S1	869729	                  Escherichia coli UM146
2011_97	  2.73	3	3	S1	913091	                  Escherichia coli TW10598
2011_97	  2.73	3	2	S1	168807	                  Escherichia coli O127:H6
2011_97	  0.91	1	1	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
2011_97	  1.82	2	0	S1	83333	                  Escherichia coli K-12
2011_97	  1.82	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
2011_97	  1.82	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
2011_97	  0.91	1	1	S1	585397	                  Escherichia coli ED1a
2011_97	  0.91	1	1	S1	1412834	                  Escherichia coli FAP1
2011_97	  0.91	1	0	S1	861906	                  Escherichia coli O44:H18
2011_97	  0.91	1	1	S2	216592	                    Escherichia coli 042
2011_97	  0.91	1	1	S1	439855	                  Escherichia coli SMS-3-5
2011_97	  0.91	1	1	S1	1446746	                  Escherichia coli O6:H16
2011_97	  0.91	1	0	S1	1603259	                  Escherichia coli O139:H28
2011_97	  0.91	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
2011_97	  0.91	1	1	S1	362663	                  Escherichia coli 536
2011_97	  0.91	1	1	S1	1050617	                  Escherichia coli UMNF18
2011_97	  0.91	1	1	S1	930406	                  Escherichia coli O157:H16
2011_97	  0.91	1	1	S1	941280	                  Escherichia coli O25b:H4
2011_97	  0.91	1	1	S1	1329907	                  Escherichia coli APEC IMT5155
2011_97	  0.91	1	1	S1	941323	                  Escherichia coli VR50
ERR1981376	100.00	138	1	R	1	root
ERR1981376	 99.28	137	0	R1	131567	  cellular organisms
ERR1981376	 99.28	137	0	D	2	    Bacteria
ERR1981376	 99.28	137	0	P	1224	      Proteobacteria
ERR1981376	 99.28	137	0	C	1236	        Gammaproteobacteria
ERR1981376	 99.28	137	0	O	91347	          Enterobacterales
ERR1981376	 99.28	137	8	F	543	            Enterobacteriaceae
ERR1981376	 92.75	128	1	G	561	              Escherichia
ERR1981376	 92.03	127	108	S	562	                Escherichia coli
ERR1981376	  4.35	6	6	S1	869729	                  Escherichia coli UM146
ERR1981376	  1.45	2	0	S1	83333	                  Escherichia coli K-12
ERR1981376	  1.45	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ERR1981376	  1.45	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ERR1981376	  1.45	2	2	S1	1329907	                  Escherichia coli APEC IMT5155
ERR1981376	  0.72	1	1	S1	168807	                  Escherichia coli O127:H6
ERR1981376	  0.72	1	1	S1	930406	                  Escherichia coli O157:H16
ERR1981376	  0.72	1	1	S1	2048777	                  Escherichia coli O15:H11
ERR1981376	  0.72	1	1	S1	585397	                  Escherichia coli ED1a
ERR1981376	  0.72	1	1	S1	362663	                  Escherichia coli 536
ERR1981376	  0.72	1	0	S1	1603259	                  Escherichia coli O139:H28
ERR1981376	  0.72	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
ERR1981376	  0.72	1	0	S1	861906	                  Escherichia coli O44:H18
ERR1981376	  0.72	1	1	S2	216592	                    Escherichia coli 042
ERR1981376	  0.72	1	1	S1	696406	                  Escherichia coli UMNK88
ERR1981376	  0.72	1	1	S1	745156	                  Escherichia coli 1303
ERR1981376	  0.72	1	0	G	570	              Klebsiella
ERR1981376	  0.72	1	1	S	573	                Klebsiella pneumoniae
ERR2935427	  3.36	5	5	U	0	unclassified
ERR2935427	 96.64	144	0	R	1	root
ERR2935427	 96.64	144	0	R1	131567	  cellular organisms
ERR2935427	 96.64	144	1	D	2	    Bacteria
ERR2935427	 95.97	143	0	P	1224	      Proteobacteria
ERR2935427	 95.97	143	1	C	1236	        Gammaproteobacteria
ERR2935427	 95.30	142	3	O	91347	          Enterobacterales
ERR2935427	 93.29	139	16	F	543	            Enterobacteriaceae
ERR2935427	 81.88	122	2	G	561	              Escherichia
ERR2935427	 80.54	120	92	S	562	                Escherichia coli
ERR2935427	  4.03	6	6	S1	869729	                  Escherichia coli UM146
ERR2935427	  3.36	5	5	S1	362663	                  Escherichia coli 536
ERR2935427	  2.01	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
ERR2935427	  1.34	2	0	S1	83333	                  Escherichia coli K-12
ERR2935427	  1.34	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ERR2935427	  1.34	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ERR2935427	  0.67	1	1	S1	913091	                  Escherichia coli TW10598
ERR2935427	  0.67	1	0	S1	1603259	                  Escherichia coli O139:H28
ERR2935427	  0.67	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
ERR2935427	  0.67	1	1	S1	1382700	                  Escherichia coli PMV-1
ERR2935427	  0.67	1	1	S1	1311757	                  Escherichia coli ACN001
ERR2935427	  0.67	1	1	S1	941280	                  Escherichia coli O25b:H4
ERR2935427	  0.67	1	1	S1	930406	                  Escherichia coli O157:H16
ERR2935427	  0.67	1	0	S1	861906	                  Escherichia coli O44:H18
ERR2935427	  0.67	1	1	S2	216592	                    Escherichia coli 042
ERR2935427	  0.67	1	1	S1	745156	                  Escherichia coli 1303
ERR2935427	  0.67	1	1	S1	585397	                  Escherichia coli ED1a
ERR2935427	  0.67	1	0	S1	498388	                  Escherichia coli C
ERR2935427	  0.67	1	1	S2	481805	                    Escherichia coli ATCC 8739
ERR2935427	  0.67	1	1	S1	405955	                  Escherichia coli APEC O1
ERR2935427	  0.67	1	1	S1	168807	                  Escherichia coli O127:H6
ERR2935427	  0.67	1	0	G	570	              Klebsiella
ERR2935427	  0.67	1	1	S	244366	                Klebsiella variicola
ERR2935619	  4.15	8	8	U	0	unclassified
ERR2935619	 95.85	185	1	R	1	root
ERR2935619	 95.34	184	0	R1	131567	  cellular organisms
ERR2935619	 95.34	184	1	D	2	    Bacteria
ERR2935619	 94.82	183	0	P	1224	      Proteobacteria
ERR2935619	 94.82	183	1	C	1236	        Gammaproteobacteria
ERR2935619	 94.30	182	4	O	91347	          Enterobacterales
ERR2935619	 92.23	178	21	F	543	            Enterobacteriaceae
ERR2935619	 81.35	157	3	G	561	              Escherichia
ERR2935619	 79.79	154	130	S	562	                Escherichia coli
ERR2935619	  3.11	6	6	S1	869729	                  Escherichia coli UM146
ERR2935619	  1.55	3	0	S1	83333	                  Escherichia coli K-12
ERR2935619	  1.55	3	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ERR2935619	  1.55	3	3	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ERR2935619	  1.55	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
ERR2935619	  1.55	3	3	S1	168807	                  Escherichia coli O127:H6
ERR2935619	  1.04	2	0	S1	861906	                  Escherichia coli O44:H18
ERR2935619	  1.04	2	2	S2	216592	                    Escherichia coli 042
ERR2935619	  1.04	2	2	S1	585397	                  Escherichia coli ED1a
ERR2935619	  0.52	1	1	S1	913091	                  Escherichia coli TW10598
ERR2935619	  0.52	1	1	S1	930406	                  Escherichia coli O157:H16
ERR2935619	  0.52	1	1	S1	745156	                  Escherichia coli 1303
ERR2935619	  0.52	1	1	S1	585057	                  Escherichia coli IAI39
ERR2935619	  0.52	1	1	S1	362663	                  Escherichia coli 536
ERR3328492	100.00	132	2	R	1	root
ERR3328492	 98.48	130	0	R1	131567	  cellular organisms
ERR3328492	 98.48	130	0	D	2	    Bacteria
ERR3328492	 98.48	130	0	P	1224	      Proteobacteria
ERR3328492	 98.48	130	0	C	1236	        Gammaproteobacteria
ERR3328492	 98.48	130	0	O	91347	          Enterobacterales
ERR3328492	 98.48	130	8	F	543	            Enterobacteriaceae
ERR3328492	 90.15	119	4	G	561	              Escherichia
ERR3328492	 87.12	115	80	S	562	                Escherichia coli
ERR3328492	  4.55	6	6	S1	869729	                  Escherichia coli UM146
ERR3328492	  3.79	5	5	S1	1329907	                  Escherichia coli APEC IMT5155
ERR3328492	  2.27	3	0	S1	83333	                  Escherichia coli K-12
ERR3328492	  2.27	3	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ERR3328492	  2.27	3	3	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ERR3328492	  1.52	2	2	S1	199310	                  Escherichia coli CFT073
ERR3328492	  1.52	2	1	S1	168807	                  Escherichia coli O127:H6
ERR3328492	  0.76	1	1	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
ERR3328492	  1.52	2	2	S1	585397	                  Escherichia coli ED1a
ERR3328492	  1.52	2	2	S1	405955	                  Escherichia coli APEC O1
ERR3328492	  0.76	1	1	S1	930406	                  Escherichia coli O157:H16
ERR3328492	  0.76	1	1	S1	1412834	                  Escherichia coli FAP1
ERR3328492	  0.76	1	0	S1	861906	                  Escherichia coli O44:H18
ERR3328492	  0.76	1	1	S2	216592	                    Escherichia coli 042
ERR3328492	  0.76	1	1	S1	1200752	                  Escherichia coli NCCP15648
ERR3328492	  0.76	1	1	S1	745156	                  Escherichia coli 1303
ERR3328492	  0.76	1	1	S1	1446707	                  Escherichia coli O25:NM
ERR3328492	  0.76	1	1	S1	1382700	                  Escherichia coli PMV-1
ERR3328492	  0.76	1	1	S1	585056	                  Escherichia coli UMN026
ERR3328492	  0.76	1	1	S1	941280	                  Escherichia coli O25b:H4
ERR3328492	  0.76	1	1	S1	362663	                  Escherichia coli 536
ERR3328492	  0.76	1	1	S1	714962	                  Escherichia coli IHE3034
ERR3328492	  0.76	1	0	S1	244320	                  Escherichia coli O55:H7
ERR3328492	  0.76	1	1	S2	1048689	                    Escherichia coli O55:H7 str. RM12579
ERR3328492	  0.76	1	0	S1	168927	                  Escherichia coli O111:H-
ERR3328492	  0.76	1	1	S2	585396	                    Escherichia coli O111:H- str. 11128
ERR3328492	  0.76	1	0	G	570	              Klebsiella
ERR3328492	  0.76	1	0	S	1134687	                Klebsiella michiganensis
ERR3328492	  0.76	1	1	S1	1191061	                  Klebsiella michiganensis E718
ERR3328492	  0.76	1	0	G	1330546	              Pluralibacter
ERR3328492	  0.76	1	1	S	61647	                Pluralibacter gergoviae
ERR3328492	  0.76	1	0	G	544	              Citrobacter
ERR3328492	  0.76	1	0	G1	1344959	                Citrobacter freundii complex
ERR3328492	  0.76	1	0	S	546	                  Citrobacter freundii
ERR3328492	  0.76	1	1	S1	1333848	                    Citrobacter freundii CFNIH1
ERR3330570	100.00	110	0	R	1	root
ERR3330570	100.00	110	0	R1	131567	  cellular organisms
ERR3330570	100.00	110	1	D	2	    Bacteria
ERR3330570	 99.09	109	0	P	1224	      Proteobacteria
ERR3330570	 99.09	109	0	C	1236	        Gammaproteobacteria
ERR3330570	 99.09	109	5	O	91347	          Enterobacterales
ERR3330570	 94.55	104	14	F	543	            Enterobacteriaceae
ERR3330570	 80.91	89	0	G	561	              Escherichia
ERR3330570	 79.09	87	68	S	562	                Escherichia coli
ERR3330570	  4.55	5	5	S1	869729	                  Escherichia coli UM146
ERR3330570	  2.73	3	1	S1	168807	                  Escherichia coli O127:H6
ERR3330570	  1.82	2	2	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
ERR3330570	  1.82	2	0	S1	83333	                  Escherichia coli K-12
ERR3330570	  1.82	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
ERR3330570	  1.82	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
ERR3330570	  1.82	2	2	S1	1329907	                  Escherichia coli APEC IMT5155
ERR3330570	  0.91	1	1	S1	930406	                  Escherichia coli O157:H16
ERR3330570	  0.91	1	1	S1	585397	                  Escherichia coli ED1a
ERR3330570	  0.91	1	1	S1	362663	                  Escherichia coli 536
ERR3330570	  0.91	1	0	S1	1603259	                  Escherichia coli O139:H28
ERR3330570	  0.91	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
ERR3330570	  0.91	1	0	S1	861906	                  Escherichia coli O44:H18
ERR3330570	  0.91	1	1	S2	216592	                    Escherichia coli 042
ERR3330570	  0.91	1	1	S1	758831	                  Escherichia coli ECC-1470
ERR3330570	  0.91	1	1	S1	1412834	                  Escherichia coli FAP1
ERR3330570	  1.82	2	2	S	208962	                Escherichia albertii
ERR3330570	  0.91	1	0	G	590	              Salmonella
ERR3330570	  0.91	1	0	S	28901	                Salmonella enterica
ERR3330570	  0.91	1	0	S1	59201	                  Salmonella enterica subsp. enterica
ERR3330570	  0.91	1	0	S2	913070	                    Salmonella enterica subsp. enterica serovar Gaminara
ERR3330570	  0.91	1	1	S3	1242094	                      Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285
HOS23	100.00	117	0	R	1	root
HOS23	100.00	117	0	R1	131567	  cellular organisms
HOS23	100.00	117	0	D	2	    Bacteria
HOS23	100.00	117	0	P	1224	      Proteobacteria
HOS23	100.00	117	0	C	1236	        Gammaproteobacteria
HOS23	100.00	117	0	O	91347	          Enterobacterales
HOS23	100.00	117	12	F	543	            Enterobacteriaceae
HOS23	 89.74	105	5	G	561	              Escherichia
HOS23	 85.47	100	81	S	562	                Escherichia coli
HOS23	  4.27	5	5	S1	869729	                  Escherichia coli UM146
HOS23	  2.56	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
HOS23	  1.71	2	0	S1	83333	                  Escherichia coli K-12
HOS23	  1.71	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
HOS23	  1.71	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
HOS23	  1.71	2	0	S1	861906	                  Escherichia coli O44:H18
HOS23	  1.71	2	2	S2	216592	                    Escherichia coli 042
HOS23	  0.85	1	1	S1	930406	                  Escherichia coli O157:H16
HOS23	  0.85	1	1	S1	941280	                  Escherichia coli O25b:H4
HOS23	  0.85	1	1	S1	585055	                  Escherichia coli 55989
HOS23	  0.85	1	1	S1	585397	                  Escherichia coli ED1a
HOS23	  0.85	1	0	S1	1603259	                  Escherichia coli O139:H28
HOS23	  0.85	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
HOS23	  0.85	1	1	S1	362663	                  Escherichia coli 536
HOS23	  0.85	1	1	S1	1382700	                  Escherichia coli PMV-1
HOS35	100.00	196	0	R	1	root
HOS35	100.00	196	0	R1	131567	  cellular organisms
HOS35	100.00	196	0	D	2	    Bacteria
HOS35	100.00	196	0	P	1224	      Proteobacteria
HOS35	100.00	196	0	C	1236	        Gammaproteobacteria
HOS35	 99.49	195	0	O	91347	          Enterobacterales
HOS35	 99.49	195	32	F	543	            Enterobacteriaceae
HOS35	 82.14	161	3	G	561	              Escherichia
HOS35	 80.61	158	103	S	562	                Escherichia coli
HOS35	 17.35	34	34	S1	362663	                  Escherichia coli 536
HOS35	  2.04	4	4	S1	869729	                  Escherichia coli UM146
HOS35	  1.53	3	3	S1	1412834	                  Escherichia coli FAP1
HOS35	  1.02	2	2	S1	2048781	                  Escherichia coli O27:H7
HOS35	  1.02	2	2	S1	1446746	                  Escherichia coli O6:H16
HOS35	  0.51	1	0	S1	83333	                  Escherichia coli K-12
HOS35	  0.51	1	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
HOS35	  0.51	1	1	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
HOS35	  0.51	1	1	S1	1382700	                  Escherichia coli PMV-1
HOS35	  0.51	1	1	S1	1329907	                  Escherichia coli APEC IMT5155
HOS35	  0.51	1	1	S1	930406	                  Escherichia coli O157:H16
HOS35	  0.51	1	1	S1	913091	                  Escherichia coli TW10598
HOS35	  0.51	1	0	S1	861906	                  Escherichia coli O44:H18
HOS35	  0.51	1	1	S2	216592	                    Escherichia coli 042
HOS35	  0.51	1	1	S1	655817	                  Escherichia coli ABU 83972
HOS35	  0.51	1	1	S1	585397	                  Escherichia coli ED1a
HOS35	  0.51	1	1	S1	168807	                  Escherichia coli O127:H6
HOS35	  0.51	1	0	S1	83334	                  Escherichia coli O157:H7
HOS35	  0.51	1	1	S2	1328859	                    Escherichia coli O157:H7 str. SS17
HOS35	  1.02	2	0	G	590	              Salmonella
HOS35	  1.02	2	0	S	28901	                Salmonella enterica
HOS35	  1.02	2	0	S1	59201	                  Salmonella enterica subsp. enterica
HOS35	  1.02	2	2	S2	70803	                    Salmonella enterica subsp. enterica serovar Minnesota
HOS35	  0.51	1	0	O	135624	          Aeromonadales
HOS35	  0.51	1	0	F	84642	            Aeromonadaceae
HOS35	  0.51	1	0	G	642	              Aeromonas
HOS35	  0.51	1	1	S	948519	                Aeromonas rivipollensis
MD4_E10	100.00	118	1	R	1	root
MD4_E10	 99.15	117	0	R1	131567	  cellular organisms
MD4_E10	 99.15	117	1	D	2	    Bacteria
MD4_E10	 98.31	116	1	P	1224	      Proteobacteria
MD4_E10	 97.46	115	2	C	1236	        Gammaproteobacteria
MD4_E10	 95.76	113	3	O	91347	          Enterobacterales
MD4_E10	 93.22	110	13	F	543	            Enterobacteriaceae
MD4_E10	 81.36	96	2	G	561	              Escherichia
MD4_E10	 79.66	94	56	S	562	                Escherichia coli
MD4_E10	  3.39	4	0	S1	2233553	                  Escherichia coli O43
MD4_E10	  3.39	4	4	S2	1055541	                    Escherichia coli O43 str. RM10042
MD4_E10	  2.54	3	0	S1	83333	                  Escherichia coli K-12
MD4_E10	  2.54	3	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
MD4_E10	  2.54	3	3	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
MD4_E10	  2.54	3	0	S1	1603259	                  Escherichia coli O139:H28
MD4_E10	  2.54	3	3	S2	331111	                    Escherichia coli O139:H28 str. E24377A
MD4_E10	  1.69	2	2	S1	758831	                  Escherichia coli ECC-1470
MD4_E10	  1.69	2	2	S1	439855	                  Escherichia coli SMS-3-5
MD4_E10	  0.85	1	1	S1	1401688	                  Escherichia coli APEC O18
MD4_E10	  0.85	1	1	S1	1050617	                  Escherichia coli UMNF18
MD4_E10	  0.85	1	0	S1	1055537	                  Escherichia coli O121
MD4_E10	  0.85	1	1	S2	1055543	                    Escherichia coli O121 str. RM8352
MD4_E10	  0.85	1	0	S1	1072458	                  Escherichia coli O7:K1
MD4_E10	  0.85	1	1	S2	1072459	                    Escherichia coli O7:K1 str. CE10
MD4_E10	  0.85	1	1	S1	1200752	                  Escherichia coli NCCP15648
MD4_E10	  0.85	1	1	S1	869729	                  Escherichia coli UM146
MD4_E10	  0.85	1	1	S1	1311757	                  Escherichia coli ACN001
