name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SRR11484420	5068526	143	35444.24	457837	213	0	0	196464	9	93755	17	30886	35
SRR11484451	5135860	114	45051.40	767406	201	0	0	278951	7	132455	12	50532	26
SRR11484511	5347888	163	32809.13	475248	202	0	0	217215	8	111423	15	29537	31
SRR11484521	5450531	170	32061.95	890837	202	0	0	302484	6	110562	13	31704	28
SRR11484588	5026131	159	31610.89	761004	203	0	0	235979	7	119454	13	29887	29
SRR11484630	5045126	161	31336.19	338262	206	0	0	100306	15	56621	28	20245	57
SRR11484637	5169606	127	40705.56	605760	208	0	0	131279	11	97248	20	31822	40
SRR11484664	5048469	194	26023.04	793672	201	0	0	115239	12	53056	24	20828	53
SRR11484667	5117896	158	32391.75	749872	209	0	0	218456	7	132443	12	32286	27
SRR11484688	5310866	125	42486.93	359107	210	0	0	199880	10	71162	20	36547	40
SRR11484689	5172615	194	26662.96	302334	210	0	0	99068	16	59757	28	21744	57
SRR11484738	5102488	163	31303.61	750256	202	0	0	185965	8	108320	16	32265	31
SRR11484745	5105409	169	30209.52	426291	200	0	0	132472	11	93978	20	26960	39
SRR11484776	5126347	184	27860.58	1160033	210	0	0	178911	9	94412	17	29899	35
SRR11487790	5145709	97	53048.55	770524	211	0	0	263005	6	129205	12	53953	23
SRR11487860	5210024	99	52626.51	639384	202	0	0	305388	6	143404	12	41458	24
SRR11594617	5092358	136	37443.81	342077	202	0	0	177805	11	102683	19	27744	35
SRR1231704	5088490	291	17486.22	153263	202	0	0	42528	36	25570	66	10679	126
SRR1314338	5167161	148	34913.25	437528	216	0	0	212428	9	110415	16	33892	34
SRR1314351	5199544	188	27657.15	532613	200	0	0	196633	9	102326	16	30850	33
SRR1314354	5124712	170	30145.36	532489	201	0	0	265979	8	97711	15	31658	33
SRR1314357	5090145	114	44650.39	559590	200	0	0	278765	7	148934	12	38718	25
SRR1314374	5097947	119	42839.89	431829	206	0	0	262320	8	132038	14	41412	28
SRR1314380	5234193	169	30971.56	437016	204	0	0	261663	8	127231	14	38716	29
SRR1314392	5173453	124	41721.40	563305	207	0	0	270035	8	119038	13	39098	28
SRR1314407	4998079	112	44625.71	429518	204	0	0	196632	9	117546	16	43627	29
SRR1314451	5106760	141	36218.16	536199	207	0	0	216733	8	110415	14	38716	30
SRR1314452	5078739	140	36276.71	563882	216	0	0	271762	7	132038	13	36259	28
SRR1314454	4828865	280	17245.95	183691	216	0	0	46447	30	29787	56	10942	104
SRR1314529	5202739	179	29065.58	415851	206	0	0	105673	14	67302	26	23704	53
SRR1314578	5158633	156	33068.16	538088	200	0	0	216805	8	102330	15	38720	30
SRR1314582	5019758	163	30796.06	542287	213	0	0	143244	10	102842	18	36113	35
SRR1314590	5446408	144	37822.28	522428	212	0	0	245326	8	132041	14	35326	31
SRR1610067	5034594	736	6840.48	72159	202	0	0	17238	85	10203	161	3681	322
SRR3050953	4961790	89	55750.45	1000069	205	0	0	350872	5	254242	8	46116	17
SRR3051010	5144847	99	51968.15	689795	205	0	0	231963	7	96355	14	41426	27
SRR3098794	5688506	481	11826.42	164005	200	0	0	43507	41	26951	73	12503	133
SRR3098915	5835043	328	17789.77	230534	203	0	0	46827	36	28199	68	12547	128
SRR3098923	5980794	1042	5739.73	101234	200	0	0	21227	80	13415	153	5377	288
SRR3136824	5008530	81	61833.70	753381	202	0	0	295644	6	197325	10	48481	18
SRR3178418	5104418	84	60766.88	1002449	202	0	0	334825	5	197325	9	52749	18
SRR3221963	5250754	75	70010.05	761176	202	0	0	279151	6	196765	10	84336	20
SRR3345807	5059377	647	7819.75	65327	222	0	0	17239	90	10927	164	4148	313
SRR3465509	5197330	170	30572.53	446650	202	0	0	108859	14	73528	26	22220	52
SRR3545384	5138962	138	37238.86	404057	202	0	0	173326	10	106151	18	29710	37
SRR3574241	5012506	168	29836.35	369052	201	0	0	173175	10	107749	17	31564	35
SRR3578629	5021529	147	34160.06	436908	201	0	0	152691	9	90701	18	28256	37
SRR3578642	5061200	103	49137.86	530721	201	0	0	198476	8	98581	15	39247	31
SRR3578806	5095117	130	39193.21	423595	202	0	0	182379	10	95204	18	31218	37
SRR3578974	5160319	126	40954.91	563552	205	0	0	196991	8	110435	15	38736	29
SRR3581327	5063087	133	38068.32	327819	201	0	0	129938	13	89483	23	32549	41
SRR3987643	5128849	117	43836.32	434885	204	0	0	209148	9	101763	16	32209	29
SRR3987645	5183234	145	35746.44	758445	203	0	0	214062	7	119847	14	30504	31
SRR3987715	5339780	151	35362.78	462586	210	0	0	199016	9	110587	16	35998	33
SRR3988040	5055416	68	74344.35	782249	230	0	0	278935	6	174123	11	59777	20
SRR3993809	5027786	107	46988.65	749975	221	0	0	287401	6	197039	11	40817	21
SRR3993865	5164093	55	93892.60	955851	206	0	0	372286	5	243000	8	98112	15
SRR4067488	5203498	161	32319.86	536724	208	0	0	220094	8	97722	15	41338	29
SRR4184853	5200924	205	25370.36	408590	200	0	0	132058	11	63216	21	20817	48
SRR4263053	5139125	150	34260.83	426007	216	0	0	195915	9	101612	16	29887	32
SRR5017485	5252705	223	23554.73	326942	201	0	0	118670	14	62995	25	22354	53
SRR5336297	4584331	46	99659.37	580688	205	0	0	334061	5	196486	9	95176	16
SRR5928752	5166898	103	50164.06	992167	202	0	0	333885	5	150370	9	53547	20
SRR6161046	5045941	58	86998.98	782205	202	0	0	311896	5	247986	9	98297	16
SRR6463486	5226703	108	48395.40	653935	201	0	0	254752	7	137916	12	41410	24
SRR6701896	5505854	328	16786.14	309324	203	0	0	69849	22	43502	42	14688	86
SRR6742588	5174047	101	51228.19	496732	202	0	0	211788	8	98731	15	36121	31
SRR6761140	5021688	83	60502.27	528947	202	0	0	279151	7	217032	11	54504	21
SRR6902707	5115886	79	64758.05	783907	255	0	0	287685	5	217529	9	41458	19
SRR6930493	5113555	84	60875.65	783184	248	0	0	271336	6	132507	11	43786	23
SRR6930872	5115421	87	58797.94	783907	248	0	0	278975	6	142758	11	38948	23
SRR6978939	5160625	201	25674.75	374693	215	0	0	111155	15	64445	27	17378	58
SRR7064469	5167892	127	40692.06	1041410	202	0	0	367949	5	197333	9	53120	19
SRR7064605	5467494	155	35274.15	575609	202	0	0	132507	11	65692	22	28038	46
SRR7209046	5266025	137	38438.14	402484	203	0	0	196990	10	98464	18	39487	34
SRR7211957	5238913	308	17009.46	200622	202	0	0	61213	26	32686	50	10704	101
SRR7211963	5137166	273	18817.46	218094	202	0	0	43641	36	30825	64	11638	114
SRR7211968	5212599	322	16188.20	190033	202	0	0	43381	36	27448	67	9820	128
SRR7221255	5043917	187	26972.82	363505	201	0	0	124888	12	76459	22	29871	43
SRR7236573	5155688	116	44445.59	433237	212	0	0	196294	9	97702	17	33190	35
SRR7283674	5266099	141	37348.22	402484	200	0	0	200318	9	105427	16	30870	36
SRR7304275	5170195	137	37738.65	435857	201	0	0	196423	9	120150	16	40982	30
SRR7304278	5028339	144	34919.02	568560	212	0	0	164643	10	98463	19	31678	36
SRR7304279	5120431	146	35071.45	536847	201	0	0	288422	7	134398	11	38728	26
SRR7304280	5057170	171	29574.09	426616	200	0	0	215251	9	118678	15	30870	30
SRR7304281	5140453	135	38077.43	541133	210	0	0	193166	9	119856	16	30870	32
SRR7304452	5330312	294	18130.31	415860	218	0	0	174425	10	63940	20	15804	51
SRR7304453	5118084	94	54447.70	540945	216	0	0	247573	8	190113	12	44864	25
SRR7304454	5106777	165	30950.16	548425	206	0	0	262649	7	114298	13	38728	28
SRR7304455	5123978	133	38526.15	563895	201	0	0	217320	8	132058	13	34554	28
SRR7304456	5159691	194	26596.35	783887	203	0	0	224674	7	106754	14	29807	32
SRR7304457	5039067	87	57920.31	591981	218	0	0	291403	7	184930	11	45928	21
SRR7304461	5032634	119	42291.04	784762	206	0	0	262570	7	136683	12	38728	24
SRR7427138	4956239	71	69806.18	770901	201	0	0	476649	5	197332	8	62488	15
SRR7427254	4955771	71	69799.59	1045783	201	0	0	394803	4	204580	8	62488	15
SRR7659811	5228397	131	39911.43	434911	202	0	0	131824	13	85724	23	31855	44
SRR7660780	4963907	184	26977.76	405220	202	0	0	102263	15	56149	27	22007	54
SRR7660795	4950117	199	24874.96	204855	202	0	0	96407	19	53664	32	15371	63
SRR7690509	5168862	154	33564.04	641041	201	0	0	333246	6	132507	11	31923	24
SRR770080	5185663	174	29802.66	759477	212	0	0	143023	9	107204	17	24591	39
SRR7786654	5091656	129	39470.20	414665	202	0	0	110455	12	71830	24	29983	45
SRR7788262	5438703	276	19705.45	412726	209	0	0	212153	9	121389	16	21092	34
SRR7828688	5077023	663	7657.65	74503	201	0	0	20777	79	12371	141	4171	272
SRR784018	4998033	130	38446.41	510088	227	0	0	208977	9	132050	15	39783	27
SRR784477	5095858	266	19157.36	414989	203	0	0	160182	10	94007	19	22365	40
SRR7850962	5209940	157	33184.33	750218	202	0	0	217606	8	98875	15	29138	35
SRR7851004	5069584	148	34253.95	522555	205	0	0	150363	10	78919	20	26565	44
SRR7851038	5154967	247	20870.31	238887	205	0	0	86337	19	48704	34	16993	68
SRR7851039	5172257	223	23193.98	393330	205	0	0	98618	16	56596	30	15311	64
SRR7851064	5271852	262	20121.57	254858	209	0	0	66978	21	40033	40	16288	81
SRR7851123	5180601	222	23336.04	387545	205	0	0	115051	14	60803	26	16898	58
SRR785731	4970837	198	25105.24	418667	203	0	0	196432	9	105077	16	31670	31
SRR785941	5038367	208	24222.92	605692	201	0	0	163401	9	97971	17	29863	34
SRR786325	5019995	94	53404.20	479422	208	0	0	196429	8	132049	14	43998	26
SRR786332	5064900	215	23557.67	320875	200	0	0	159413	11	98456	20	29863	38
SRR786338	5139523	189	27193.24	524932	212	0	0	180006	9	105422	16	39354	29
SRR7889310	5032194	100	50321.94	517868	202	0	0	218197	8	122996	14	45970	26
SRR7904913	5264885	120	43874.04	644748	202	0	0	275101	7	132507	11	32690	27
SRR7905454	5258111	110	47801.01	568704	202	0	0	278976	7	197325	11	38848	26
SRR7967849	5093838	212	24027.54	270787	201	0	0	98716	16	49091	30	15557	69
SRR7967901	5087032	153	33248.58	652812	213	0	0	141450	10	81691	20	35404	39
SRR7967904	5045161	101	49952.09	628041	203	0	0	219640	6	120651	12	41362	26
SRR7967918	5008784	91	55041.58	715115	223	0	0	262758	6	173224	11	55876	21
SRR800414	4911868	156	31486.33	382960	209	0	0	174169	9	96915	17	34645	35
SRR800530	5231317	159	32901.36	302346	203	0	0	159200	11	93906	20	29863	40
SRR8176790	5359148	142	37740.48	591619	202	0	0	217419	8	132507	14	31920	28
SRR8206953	5094794	136	37461.72	738543	202	0	0	263084	6	133501	11	32427	25
SRR8284571	5216054	136	38353.34	612085	205	0	0	197293	9	123692	16	31351	34
SRR8297621	5055002	74	68310.84	1055957	202	0	0	359336	5	238263	8	43778	19
SRR8297630	5186887	83	62492.61	609374	202	0	0	429712	5	221536	9	49506	19
SRR8360112	4843829	223	21721.21	165411	226	0	0	56665	27	34944	48	10947	96
SRR8397521	5144715	86	59822.27	767487	204	0	0	279152	6	134511	11	53581	23
SRR8397612	5046500	82	61542.68	444701	255	0	0	306008	7	132503	13	51758	24
SRR8533515	5139005	85	60458.88	524245	219	0	0	247727	8	130763	13	46468	25
SRR8533526	5119584	137	37369.23	612623	200	0	0	233881	8	131604	13	34634	28
SRR8533538	5135689	138	37215.14	468792	205	0	0	261848	8	119114	14	43165	26
SRR8533623	5088764	144	35338.64	553824	205	0	0	197197	8	103615	16	31758	31
SRR8533717	5093820	122	41752.62	415059	205	0	0	200990	9	128151	16	32580	30
SRR8533741	5082625	136	37372.24	367879	205	0	0	159672	10	91840	19	32318	37
SRR8533760	5139173	109	47148.38	760640	205	0	0	278866	6	197293	11	41426	21
SRR8533796	5034984	119	42310.79	785250	205	0	0	217050	7	132476	12	45938	24
SRR8533810	5054299	107	47236.44	760528	205	0	0	262900	6	138755	11	41123	22
SRR8533842	5143854	151	34065.26	437749	216	0	0	181819	9	102202	17	29951	37
SRR8533893	5164854	270	19129.09	333947	200	0	0	108746	14	81151	25	24475	49
SRR8533910	5097843	68	74968.28	769973	205	0	0	293158	6	217132	10	92850	18
SRR8533911	5145707	114	45137.78	392203	201	0	0	247726	9	132475	14	43762	26
SRR8533913	5136331	114	45055.54	760993	205	0	0	262900	6	137764	11	54118	22
SRR8533920	5169024	112	46152.00	524241	207	0	0	217150	9	137185	15	31730	28
SRR8541316	5212302	93	56046.26	785926	205	0	0	317436	5	217380	9	80314	17
SRR8541325	5294864	83	63793.54	778691	205	0	0	271636	7	197293	11	61244	20
SRR8541333	5167383	110	46976.21	770729	202	0	0	261763	7	196733	11	52545	20
SRR8541340	5065104	105	48239.09	750214	202	0	0	272014	6	132475	11	41426	21
SRR8541341	5015095	95	52790.47	538017	228	0	0	287760	7	171572	12	41337	24
SRR8541352	5049447	170	29702.63	408025	206	0	0	101727	16	59783	28	24423	54
SRR8541369	5179214	83	62400.17	622798	213	0	0	262736	7	137266	12	53515	22
SRR8541371	5105882	103	49571.67	560045	201	0	0	269895	7	116442	13	36341	27
SRR8541387	5567586	244	22817.98	419697	202	0	0	157809	11	91083	20	19771	43
SRR8541389	5169852	75	68931.36	770633	222	0	0	278868	6	197293	11	41426	21
SRR8541403	5158878	157	32859.10	532629	206	0	0	196423	9	110426	15	30862	32
SRR8541405	5082671	91	55853.53	433620	212	0	0	262611	8	163619	13	55714	22
SRR8541409	5015235	110	45593.05	557884	229	0	0	337869	6	194350	10	52034	21
SRR8541411	5422706	226	23994.27	624258	200	0	0	220028	8	123341	15	31764	33
SRR8541429	5288991	123	42999.93	785567	207	0	0	263068	7	132476	12	41426	26
SRR8541445	5163075	145	35607.41	333304	241	0	0	100923	16	66823	28	23438	50
SRR8541470	5113805	127	40266.18	436803	217	0	0	175139	10	110934	17	38916	34
SRR8541471	5013568	99	50642.10	537054	250	0	0	287909	7	173096	12	41338	24
SRR8541484	4943665	86	57484.48	606526	203	0	0	216050	7	110427	13	61229	23
SRR8541494	5134533	202	25418.48	387487	200	0	0	109858	14	68429	25	25526	48
SRR8541501	5039683	163	30918.30	414618	200	0	0	117899	12	67684	23	28727	46
SRR8541508	5001624	145	34493.96	293913	218	0	0	107278	15	93999	25	29509	44
SRR8541509	5190631	137	37887.82	810549	200	0	0	296061	6	193094	11	34220	26
SRR8541517	5088476	89	57173.89	782964	207	0	0	278866	6	217386	10	52546	19
SRR8541538	5188101	97	53485.58	749617	205	0	0	364386	5	197293	9	53106	18
SRR8541549	5149828	191	26962.45	305480	202	0	0	132060	13	86771	23	22339	47
SRR8541551	5230783	159	32898.01	414040	248	0	0	219397	9	110427	16	30862	34
SRR8541560	4906380	165	29735.64	271581	200	0	0	97376	17	55993	30	29863	52
SRR8541563	5025644	157	32010.47	284681	208	0	0	136181	13	80573	22	29863	43
SRR8541582	4937752	67	73697.79	696150	205	0	0	311559	6	196422	10	45928	20
SRR8541584	5073491	102	49740.11	750205	213	0	0	254669	7	177368	11	41426	24
SRR8541588	5056294	82	61662.12	794937	228	0	0	278640	7	173949	11	45928	21
SRR8541603	5105838	110	46416.71	555738	251	0	0	271840	7	184832	11	45850	22
SRR8541615	5052986	176	28710.15	411206	200	0	0	109581	12	52437	26	28232	51
SRR8541645	6153953	474	12983.02	562655	204	0	0	113168	14	50822	30	5780	107
SRR8602013	5055630	161	31401.43	337284	202	0	0	111326	13	58188	25	27984	51
SRR8602131	5059994	110	45999.95	430690	202	0	0	159186	11	99519	19	32622	37
SRR8632516	5059648	81	62464.79	670112	201	0	0	374518	5	132507	10	46681	20
SRR8632534	5108942	127	40227.89	556796	202	0	0	310444	7	138662	12	36184	25
SRR8663236	5427736	295	18399.11	362534	216	0	0	99266	16	65621	29	15347	62
SRR8728087	5265353	170	30972.66	381506	202	0	0	154361	10	85691	20	28186	42
SRR8728090	5278418	126	41892.21	457282	211	0	0	211062	9	92851	17	29466	37
SRR8767387	5188759	227	22857.97	150180	201	0	0	56969	25	41642	46	16664	83
SRR8781984	5433089	175	31046.22	394960	202	0	0	149319	12	77544	23	26342	48
SRR8868851	5118005	167	30646.74	301314	202	0	0	96813	18	60799	32	27142	59
SRR9028903	5130210	125	41041.68	339252	202	0	0	129082	13	77481	23	31701	43
SRR9050387	5241698	163	32157.66	574025	200	0	0	217523	7	129482	14	29714	29
SRR9113465	5279407	150	35196.05	545414	216	0	0	263103	8	98456	16	30397	36
SRR9160170	5096083	146	34904.68	400240	237	0	0	127459	13	73518	23	30093	45
SRR9160197	5303668	206	25745.96	334778	202	0	0	107658	16	49100	32	17918	65
SRR9200321	5018019	120	41816.82	436966	202	0	0	132377	10	88713	19	27845	41
SRR958491	5143758	228	22560.34	399994	208	0	0	134085	11	79200	20	22439	44
SRR958524	5110125	197	25939.72	393716	221	0	0	140703	11	88340	20	29863	39
SRR958547	5012832	124	40426.06	417421	206	0	0	176592	10	132043	17	41474	29
SRR958560	5051966	98	51550.67	322619	220	0	0	182963	10	132058	17	55713	30
SRR958655	4972334	114	43616.96	498222	220	0	0	189266	9	132256	15	52077	27
SRR958728	4967914	136	36528.78	416156	201	0	0	175807	10	97270	19	31670	35
SRR958788	5083461	171	29727.84	343480	228	0	0	178888	11	96381	18	31670	37
SRR9615884	5016473	110	45604.30	560153	216	0	0	203991	8	110428	14	37143	30
SRR9615920	5031661	193	26070.78	538022	217	0	0	196112	8	101862	15	28988	33
SRR9674864	5266616	112	47023.36	980661	202	0	0	305408	6	113298	12	35312	26
SRR9694238	5277090	172	30680.76	788955	202	0	0	181303	8	110999	15	28847	33
SRR9734865	5216888	175	29810.79	348847	205	0	0	114745	13	74291	23	21068	47
SRR9913760	5072738	127	39942.82	414507	219	0	0	215186	8	110816	15	33786	29
SRR9913831	4899806	44	111359.23	875503	223	0	0	542081	4	215171	7	95488	15
SRR9913870	5029401	113	44507.97	545207	213	0	0	262815	8	172259	12	41259	25
SRR9913887	5142601	135	38093.34	554620	211	0	0	301841	7	140757	13	33337	27
SRR9913992	5304003	130	40800.02	761022	214	0	0	262822	7	197293	11	32850	25
SRR9913993	5226726	115	45449.79	559032	205	0	0	211230	7	132475	13	42172	26
SRR9914184	5290794	85	62244.64	1093663	210	0	0	284553	6	169734	10	79837	20
SRR9914202	5160007	97	53195.95	568923	210	0	0	302292	6	256378	10	62534	19
SRR9943565	5047174	139	36310.60	392004	202	0	0	112003	14	83935	24	28862	44
SRR9973679	5153421	119	43306.06	418891	216	0	0	189084	10	108758	17	30633	35
SRR9998291	5090461	73	69732.34	1045844	211	0	0	335322	5	197325	8	78169	16
